Store_no.,Date,Temperature,Fuel_Price,CPI,Unemployment_Ind,Holiday_ind
2,26-08-2017,90.45,3.523,215.386897,7.852,0
2,02-09-2017,89.64,3.533,215.4508632,7.852,0
2,09-09-2017,77.97,3.546,215.5148295,7.852,1
2,16-09-2017,78.85,3.526,215.6944378,7.852,0
2,23-09-2017,75.58,3.467,216.0282356,7.852,0
2,30-09-2017,78.14,3.355,216.3620333,7.852,0
2,07-10-2017,69.92,3.285,216.6958311,7.441,0
2,14-10-2017,71.67,3.274,217.0048261,7.441,0
2,21-10-2017,64.53,3.353,217.1650042,7.441,0
2,28-10-2017,65.87,3.372,217.3251824,7.441,0
2,04-11-2017,55.53,3.332,217.4853605,7.441,0
2,11-11-2017,59.33,3.297,217.6455387,7.441,0
2,18-11-2017,62.01,3.308,217.8670218,7.441,0
2,25-11-2017,56.36,3.236,218.1130269,7.441,1
2,02-12-2017,48.74,3.172,218.3590319,7.441,0
2,09-12-2017,41.76,3.158,218.605037,7.441,0
2,16-12-2017,50.13,3.159,218.8217928,7.441,0
2,23-12-2017,46.66,3.112,218.9995495,7.441,0
2,30-12-2017,44.57,3.129,219.1773063,7.441,1
2,06-01-2018,46.75,3.157,219.355063,7.057,0
2,13-01-2018,45.99,3.261,219.5328198,7.057,0
2,20-01-2018,51.7,3.268,219.6258417,7.057,0
2,27-01-2018,50.5,3.29,219.7188636,7.057,0
2,03-02-2018,55.21,3.36,219.8118854,7.057,0
2,10-02-2018,46.98,3.409,219.9049073,7.057,1
2,17-02-2018,43.82,3.51,220.0651993,7.057,0
2,24-02-2018,54.63,3.555,220.275944,7.057,0
2,02-03-2018,58.79,3.63,220.4866886,7.057,0
2,09-03-2018,57.11,3.669,220.6974332,7.057,0
2,16-03-2018,63.68,3.734,220.8498468,7.057,0
2,23-03-2018,64.01,3.787,220.9244858,7.057,0
2,30-03-2018,66.83,3.845,220.9991248,7.057,0
2,06-04-2018,68.43,3.891,221.0737638,6.891,0
2,13-04-2018,68.08,3.891,221.1484028,6.891,0
2,20-04-2018,65.69,3.877,221.2021074,6.891,0
2,27-04-2018,67.2,3.814,221.255812,6.891,0
2,04-05-2018,76.73,3.749,221.3095166,6.891,0
2,11-05-2018,73.87,3.688,221.3632212,6.891,0
2,18-05-2018,71.27,3.63,221.380331,6.891,0
2,25-05-2018,78.19,3.561,221.3828029,6.891,0
2,01-06-2018,78.38,3.501,221.3852748,6.891,0
2,08-06-2018,78.69,3.452,221.3877467,6.891,0
2,15-06-2018,80.56,3.393,221.4009901,6.891,0
2,22-06-2018,81.04,3.346,221.4411622,6.891,0
2,29-06-2018,86.32,3.286,221.4813343,6.891,0
2,06-07-2018,84.2,3.227,221.5215064,6.565,0
2,13-07-2018,80.17,3.256,221.5616784,6.565,0
2,20-07-2018,83.23,3.311,221.5701123,6.565,0
2,27-07-2018,86.37,3.407,221.5785461,6.565,0
2,03-08-2018,90.22,3.417,221.5869799,6.565,0
2,10-08-2018,88.55,3.494,221.5954138,6.565,0
2,17-08-2018,84.79,3.571,221.6751459,6.565,0
2,24-08-2018,76.91,3.62,221.8083518,6.565,0
2,31-08-2018,82.64,3.638,221.9415576,6.565,0
2,07-09-2018,87.65,3.73,222.0747635,6.565,1
2,14-09-2018,75.88,3.717,222.2174395,6.565,0
2,21-09-2018,71.09,3.721,222.4169362,6.565,0
2,28-09-2018,79.45,3.666,222.6164329,6.565,0
2,05-10-2018,70.27,3.617,222.8159296,6.17,0
2,12-10-2018,60.97,3.601,223.0154263,6.17,0
2,19-10-2018,68.08,3.594,223.0598077,6.17,0
2,26-10-2018,69.79,3.506,223.0783366,6.17,0
3,05-02-2016,45.71,2.572,214.4248812,7.368,0
3,12-02-2016,47.93,2.548,214.5747916,7.368,1
3,19-02-2016,47.07,2.514,214.6198868,7.368,0
3,26-02-2016,52.05,2.561,214.6475127,7.368,0
3,05-03-2016,53.04,2.625,214.6751386,7.368,0
3,12-03-2016,63.08,2.667,214.7027646,7.368,0
3,19-03-2016,60.42,2.72,214.5301219,7.368,0
3,26-03-2016,57.06,2.732,214.3241011,7.368,0
3,02-04-2016,65.56,2.719,214.1180803,7.343,0
3,09-04-2016,68,2.77,213.9120595,7.343,0
3,16-04-2016,66.98,2.808,213.7726889,7.343,0
3,23-04-2016,67.87,2.795,213.7221852,7.343,0
3,30-04-2016,70.24,2.78,213.6716815,7.343,0
3,07-05-2016,73.47,2.835,213.6211778,7.343,0
3,14-05-2016,77.18,2.854,213.6196139,7.343,0
3,21-05-2016,75.81,2.826,213.9116886,7.343,0
3,28-05-2016,78.6,2.759,214.2037634,7.343,0
3,04-06-2016,78.53,2.705,214.4958382,7.343,0
3,11-06-2016,82.1,2.668,214.787913,7.343,0
3,18-06-2016,83.52,2.637,214.7858259,7.343,0
3,25-06-2016,83.79,2.653,214.6660741,7.343,0
3,02-07-2016,82.2,2.669,214.5463222,7.346,0
3,09-07-2016,81.75,2.642,214.4265704,7.346,0
3,16-07-2016,84.32,2.623,214.4176476,7.346,0
3,23-07-2016,83.32,2.608,214.5564968,7.346,0
3,30-07-2016,82.04,2.64,214.695346,7.346,0
3,06-08-2016,85.13,2.627,214.8341952,7.346,0
3,13-08-2016,86.74,2.692,214.9730444,7.346,0
3,20-08-2016,88.02,2.664,214.9314191,7.346,0
3,27-08-2016,86.15,2.619,214.8897938,7.346,0
3,03-09-2016,84.16,2.577,214.8481685,7.346,0
3,10-09-2016,80.84,2.565,214.8065431,7.346,1
3,17-09-2016,82.36,2.582,214.8322484,7.346,0
3,24-09-2016,76.9,2.624,214.9084516,7.346,0
3,01-10-2016,73.6,2.603,214.9846548,7.564,0
3,08-10-2016,66.99,2.633,215.060858,7.564,0
3,15-10-2016,69.71,2.72,215.1293114,7.564,0
3,22-10-2016,71.64,2.725,215.17839,7.564,0
3,29-10-2016,72.04,2.716,215.2274686,7.564,0
3,05-11-2016,62.94,2.689,215.2765472,7.564,0
3,12-11-2016,62.79,2.728,215.3256258,7.564,0
3,19-11-2016,57.72,2.771,215.2074519,7.564,0
3,26-11-2016,68.71,2.735,215.0614025,7.564,1
3,03-12-2016,53.76,2.708,214.9153531,7.564,0
3,10-12-2016,51.13,2.843,214.7693037,7.564,0
3,17-12-2016,52.2,2.869,214.704919,7.564,0
3,24-12-2016,57.16,2.886,214.7017828,7.564,0
3,31-12-2016,53.2,2.943,214.6986466,7.564,1
3,07-01-2017,53.35,2.976,214.6955104,7.551,0
3,14-01-2017,44.76,2.983,214.7470729,7.551,0
3,21-01-2017,50.74,3.016,215.1268275,7.551,0
3,28-01-2017,48.71,3.01,215.5065821,7.551,0
3,04-02-2017,45.95,2.989,215.8863367,7.551,0
3,11-02-2017,43.57,3.022,216.2660913,7.551,1
3,18-02-2017,61.58,3.045,216.5843571,7.551,0
3,25-02-2017,67.4,3.065,216.8780275,7.551,0
3,04-03-2017,65.11,3.288,217.1716979,7.551,0
3,11-03-2017,61.29,3.459,217.4653683,7.551,0
3,18-03-2017,69.47,3.488,217.7235226,7.551,0
3,25-03-2017,72.94,3.473,217.9674705,7.551,0
3,01-04-2017,68.76,3.524,218.2114184,7.574,0
3,08-04-2017,72.55,3.622,218.4553663,7.574,0
3,15-04-2017,75.88,3.743,218.6788642,7.574,0
3,22-04-2017,76.91,3.807,218.851237,7.574,0
3,29-04-2017,78.69,3.81,219.0236099,7.574,0
3,06-05-2017,69.45,3.906,219.1959827,7.574,0
3,13-05-2017,79.87,3.899,219.3683556,7.574,0
3,20-05-2017,75.79,3.907,219.127216,7.574,0
3,27-05-2017,84.41,3.786,218.8860765,7.574,0
3,03-06-2017,84.29,3.699,218.6449369,7.574,0
3,10-06-2017,84.84,3.648,218.4037974,7.574,0
3,17-06-2017,86.96,3.637,218.3551748,7.574,0
3,24-06-2017,84.94,3.594,218.45094,7.574,0
3,01-07-2017,85.1,3.524,218.5467052,7.567,0
3,08-07-2017,85.38,3.48,218.6424704,7.567,0
3,15-07-2017,87.14,3.575,218.7275216,7.567,0
3,22-07-2017,86.19,3.651,218.7857881,7.567,0
3,29-07-2017,88.07,3.682,218.8440545,7.567,0
3,05-08-2017,88.45,3.684,218.9023209,7.567,0
3,12-08-2017,88.88,3.638,218.9605873,7.567,0
3,19-08-2017,88.44,3.554,219.023271,7.567,0
3,26-08-2017,87.67,3.523,219.0866908,7.567,0
3,02-09-2017,89.12,3.533,219.1501106,7.567,0
3,09-09-2017,81.72,3.546,219.2135305,7.567,1
3,16-09-2017,83.63,3.526,219.3972867,7.567,0
3,23-09-2017,80.19,3.467,219.7414914,7.567,0
3,30-09-2017,82.58,3.355,220.085696,7.567,0
3,07-10-2017,75.54,3.285,220.4299007,7.197,0
3,14-10-2017,73.75,3.274,220.7486167,7.197,0
3,21-10-2017,69.03,3.353,220.9144005,7.197,0
3,28-10-2017,71.04,3.372,221.0801842,7.197,0
3,04-11-2017,59.31,3.332,221.245968,7.197,0
3,11-11-2017,61.7,3.297,221.4117517,7.197,0
3,18-11-2017,63.91,3.308,221.6432852,7.197,0
3,25-11-2017,68,3.236,221.9011185,7.197,1
3,02-12-2017,54.97,3.172,222.1589519,7.197,0
3,09-12-2017,49.26,3.158,222.4167852,7.197,0
3,16-12-2017,57.95,3.159,222.6426418,7.197,0
3,23-12-2017,53.41,3.112,222.8258628,7.197,0
3,30-12-2017,48.29,3.129,223.0090839,7.197,1
3,06-01-2018,52.42,3.157,223.1923049,6.833,0
3,13-01-2018,51.86,3.261,223.3755259,6.833,0
3,20-01-2018,56.2,3.268,223.4700552,6.833,0
3,27-01-2018,58.06,3.29,223.5645845,6.833,0
3,03-02-2018,59.33,3.36,223.6591137,6.833,0
3,10-02-2018,51.65,3.409,223.753643,6.833,1
3,17-02-2018,52.39,3.51,223.9170153,6.833,0
3,24-02-2018,60.12,3.555,224.1320199,6.833,0
3,02-03-2018,61.65,3.63,224.3470245,6.833,0
3,09-03-2018,60.71,3.669,224.5620291,6.833,0
3,16-03-2018,64,3.734,224.7166953,6.833,0
3,23-03-2018,66.53,3.787,224.7909104,6.833,0
3,30-03-2018,69.36,3.845,224.8651254,6.833,0
3,06-04-2018,73.01,3.891,224.9393405,6.664,0
3,13-04-2018,72.83,3.891,225.0135556,6.664,0
3,20-04-2018,72.05,3.877,225.0689541,6.664,0
3,27-04-2018,73.39,3.814,225.1243526,6.664,0
3,04-05-2018,79.51,3.749,225.1797511,6.664,0
3,11-05-2018,75.19,3.688,225.2351496,6.664,0
3,18-05-2018,72.38,3.63,225.2512024,6.664,0
3,25-05-2018,78.58,3.561,225.2515168,6.664,0
3,01-06-2018,81.55,3.501,225.2518313,6.664,0
3,08-06-2018,81.65,3.452,225.2521458,6.664,0
3,15-06-2018,84.66,3.393,225.2644795,6.664,0
3,22-06-2018,82.7,3.346,225.3068615,6.664,0
3,29-06-2018,86.42,3.286,225.3492435,6.664,0
3,06-07-2018,83.14,3.227,225.3916254,6.334,0
3,13-07-2018,82.28,3.256,225.4340074,6.334,0
3,20-07-2018,81.38,3.311,225.4438827,6.334,0
3,27-07-2018,84.94,3.407,225.4537579,6.334,0
3,03-08-2018,86.55,3.417,225.4636332,6.334,0
3,10-08-2018,85.85,3.494,225.4735085,6.334,0
3,17-08-2018,87.36,3.571,225.5558664,6.334,0
3,24-08-2018,83.01,3.62,225.6925864,6.334,0
3,31-08-2018,85.18,3.638,225.8293063,6.334,0
3,07-09-2018,84.99,3.73,225.9660263,6.334,1
3,14-09-2018,78.36,3.717,226.1122067,6.334,0
3,21-09-2018,72.78,3.721,226.3151496,6.334,0
3,28-09-2018,77.46,3.666,226.5180926,6.334,0
3,05-10-2018,72.74,3.617,226.7210356,6.034,0
3,12-10-2018,70.31,3.601,226.9239785,6.034,0
3,19-10-2018,73.44,3.594,226.9688442,6.034,0
3,26-10-2018,74.66,3.506,226.9873637,6.034,0
4,05-02-2016,43.76,2.598,126.4420645,8.623,0
4,12-02-2016,28.84,2.573,126.4962581,8.623,1
4,19-02-2016,36.45,2.54,126.5262857,8.623,0
4,26-02-2016,41.36,2.59,126.5522857,8.623,0
4,05-03-2016,43.49,2.654,126.5782857,8.623,0
4,12-03-2016,49.63,2.704,126.6042857,8.623,0
4,19-03-2016,55.19,2.743,126.6066452,8.623,0
4,26-03-2016,39.91,2.752,126.6050645,8.623,0
4,02-04-2016,48.77,2.74,126.6034839,7.896,0
4,09-04-2016,54.16,2.773,126.6019032,7.896,0
4,16-04-2016,56.23,2.81,126.5621,7.896,0
4,23-04-2016,56.87,2.805,126.4713333,7.896,0
4,30-04-2016,53.04,2.787,126.3805667,7.896,0
4,07-05-2016,56.77,2.836,126.2898,7.896,0
4,14-05-2016,62.35,2.845,126.2085484,7.896,0
4,21-05-2016,67.4,2.82,126.1843871,7.896,0
4,28-05-2016,67.73,2.756,126.1602258,7.896,0
4,04-06-2016,70.83,2.701,126.1360645,7.896,0
4,11-06-2016,78.45,2.668,126.1119032,7.896,0
4,18-06-2016,81.53,2.635,126.114,7.896,0
4,25-06-2016,81.1,2.654,126.1266,7.896,0
4,02-07-2016,73.66,2.668,126.1392,7.372,0
4,09-07-2016,80.35,2.637,126.1518,7.372,0
4,16-07-2016,78.53,2.621,126.1498065,7.372,0
4,23-07-2016,79.78,2.612,126.1283548,7.372,0
4,30-07-2016,80.7,2.65,126.1069032,7.372,0
4,06-08-2016,76.53,2.64,126.0854516,7.372,0
4,13-08-2016,78.08,2.698,126.064,7.372,0
4,20-08-2016,78.83,2.671,126.0766452,7.372,0
4,27-08-2016,74.44,2.621,126.0892903,7.372,0
4,03-09-2016,76.8,2.584,126.1019355,7.372,0
4,10-09-2016,73.54,2.574,126.1145806,7.372,1
4,17-09-2016,64.91,2.594,126.1454667,7.372,0
4,24-09-2016,60.96,2.642,126.1900333,7.372,0
4,01-10-2016,63.96,2.619,126.2346,7.127,0
4,08-10-2016,67.73,2.645,126.2791667,7.127,0
4,15-10-2016,62.03,2.732,126.3266774,7.127,0
4,22-10-2016,64.17,2.736,126.3815484,7.127,0
4,29-10-2016,56.94,2.718,126.4364194,7.127,0
4,05-11-2016,51.6,2.699,126.4912903,7.127,0
4,12-11-2016,52.65,2.741,126.5461613,7.127,0
4,19-11-2016,48.05,2.78,126.6072,7.127,0
4,26-11-2016,48.08,2.752,126.6692667,7.127,1
4,03-12-2016,46.4,2.727,126.7313333,7.127,0
4,10-12-2016,42.4,2.86,126.7934,7.127,0
4,17-12-2016,46.57,2.884,126.8794839,7.127,0
4,24-12-2016,43.21,2.887,126.9835806,7.127,0
4,31-12-2016,38.09,2.955,127.0876774,7.127,1
4,07-01-2017,39.34,2.98,127.1917742,6.51,0
4,14-01-2017,31.6,2.992,127.3009355,6.51,0
4,21-01-2017,38.34,3.017,127.4404839,6.51,0
4,28-01-2017,40.6,3.022,127.5800323,6.51,0
